gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	paneth cell of colon	plasma cell	transit amplifying cell of colon
IL22	Q9GZX6	False	IL22_HUMAN		CPI-SC052CCA5BF	IL22	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.929	0.0	0.0	0.0	0.0
IL26	Q9NPH9	False	IL26_HUMAN		CPI-SC0F4F95585	IL26	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL33	O95760	False	IL33_HUMAN		CPI-SC0A2B4E2CE	IL33	0.0	0.0	0.0	0.0	0.312	3.019	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6	P05231	False	IL6_HUMAN		CPI-SC0E81D7329	IL6	0.0	0.002	0.0	0.0	0.505	0.0	0.0	0.0	0.0	0.001	0.0	0.876	0.0	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SC0089DC473	IL7	0.069	0.001	0.0	0.057	0.018	0.714	0.091	0.0	0.0	0.016	0.0	0.0	0.263	0.0	0.0
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-SC07B215915	ULBP1	0.0	0.0	0.0	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.644	0.0	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-SC013345660	ULBP2	0.042	0.018	0.051	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-SC059E0FCB6	ULBP3	0.0	0.219	0.12	0.021	0.026	0.0	0.512	0.0	0.137	0.0	0.0	0.0	0.038	0.218	0.059
MICA	Q29983	False	MICA_HUMAN		CPI-SC0324880F8	MICA	0.033	0.169	0.072	0.026	0.323	0.0	0.601	0.0	0.0	0.057	0.0	0.0	0.217	0.0	0.0
MICB	Q29980	False	MICB_HUMAN		CPI-SC00BFC481D	MICB	0.189	0.129	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.174
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	CLEC2B	0.316	1.424	1.631	0.0	1.335	0.581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS0E0D00210	LRRC4B	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0FA9304CE	LRFN4	0.003	0.115	0.111	0.16	0.176	0.0	0.356	0.0	0.0	0.046	0.0	0.0	0.36	0.0	0.623
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS081E1A895	LRFN5	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS08069FE13	NLGN3	0.0	0.0	0.024	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK2	Q9H156	False	SLIK2_HUMAN		CPI-SS09B85D556	SLITRK2	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0
SLITRK3	O94933	False	SLIK3_HUMAN		CPI-SS044E718AF	SLITRK3	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTB	Q06643	False	TNFC_HUMAN		CPI-SS02C509183	LTB	0.826	0.353	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	TNFSF14	0.015	0.211	0.419	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XCL1	P47992	False	XCL1_HUMAN		CPI-SS07EF9679E	XCL1	0.018	0.128	1.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS0E29693E6	XCL2	0.014	0.053	1.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPAR1	Q92633	False	LPAR1_HUMAN		CPI-SS0E4245B64	LPAR1	0.025	0.0	0.0	0.015	0.88	0.0	0.15	0.0	0.034	0.118	0.0	3.572	0.0	0.0	0.024
LPAR2	Q9HBW0	False	LPAR2_HUMAN		CPI-SS076F4624B	LPAR2	0.45	0.704	0.884	0.02	0.013	0.0	0.104	0.0	0.274	0.046	0.0	0.0	0.021	0.475	0.024
LPAR3	Q9UBY5	False	LPAR3_HUMAN		CPI-SS046661AE7	LPAR3	0.0	0.062	0.054	0.0	0.0	0.0	0.1	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SS0118D1B89	THY1	0.004	0.031	0.0	0.0	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	CD55	1.667	1.286	1.806	0.29	1.092	0.548	0.417	0.0	0.0	0.081	2.2	0.0	0.58	2.326	0.254
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	MDK	0.0	0.012	0.001	0.137	0.112	1.534	0.07	3.566	0.0	0.138	0.0	2.224	1.726	0.097	0.409
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	PTN	0.0	0.0	0.0	0.0	1.629	0.377	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS042FCC9BE	NECTIN3	0.145	0.624	0.66	0.254	0.59	1.097	1.165	0.0	0.0	2.801	0.0	0.0	0.186	0.0	2.081
NTN1	O95631	False	NET1_HUMAN		CPI-SS00C9DE87A	NTN1	0.0	0.011	0.003	0.085	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504	0.0	0.233
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0C72D53A2	NTN4	0.0	0.002	0.0	0.004	0.239	1.6	0.05	0.0	0.0	0.024	0.0	1.125	0.0	0.0	0.011
NTN1	O95631	False	NET1_HUMAN		CPI-SS07660BCA2	NTN1	0.0	0.011	0.003	0.085	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504	0.0	0.233
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0193D81E1	NRXN2	0.0	0.0	0.0	0.0	0.252	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC060C69786	NRTN	0.0	0.102	0.021	0.054	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.688
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0A6FCBF7C	CNTN1	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	DLL1	0.01	0.047	0.248	0.064	0.389	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0E5A6ADB3	DLL3	0.007	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.918
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0AFCA0602	DLL4	0.0	0.019	0.0	0.66	0.01	0.461	2.683	5.235	0.0	3.025	0.0	0.0	0.572	0.0	4.925
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0DB3F5A37	JAG2	0.032	0.013	0.025	0.01	0.0	0.0	0.368	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS029811409	CNTN1	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	DLL1	0.01	0.047	0.248	0.064	0.389	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS06BBCAC08	DLL3	0.007	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.918
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS08E4D6FA9	DLL4	0.0	0.019	0.0	0.66	0.01	0.461	2.683	5.235	0.0	3.025	0.0	0.0	0.572	0.0	4.925
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS065B2DBAE	JAG2	0.032	0.013	0.025	0.01	0.0	0.0	0.368	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0730D1EF3	CNTN1	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0BDC912F3	CNTN1	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	DLL1	0.01	0.047	0.248	0.064	0.389	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	DLL3	0.007	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.918
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	DLL4	0.0	0.019	0.0	0.66	0.01	0.461	2.683	5.235	0.0	3.025	0.0	0.0	0.572	0.0	4.925
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0263EFDDF	JAG2	0.032	0.013	0.025	0.01	0.0	0.0	0.368	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	DLL1	0.01	0.047	0.248	0.064	0.389	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS098C2FFC0	DLL3	0.007	0.019	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.918
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0558101D1	DLL4	0.0	0.019	0.0	0.66	0.01	0.461	2.683	5.235	0.0	3.025	0.0	0.0	0.572	0.0	4.925
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS096F3E0F2	JAG2	0.032	0.013	0.025	0.01	0.0	0.0	0.368	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS015B87133	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0EDD8CDD4	JAG1	0.008	0.021	0.016	0.101	0.422	0.0	0.269	0.0	0.0	0.037	0.0	0.762	0.097	0.0	0.162
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02EEA092C	JAG2	0.032	0.013	0.025	0.01	0.0	0.0	0.368	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
OSM	P13725	False	ONCM_HUMAN		CPI-SC0CDC669B3	OSM	0.0	0.05	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIF	P15018	False	LIF_HUMAN		CPI-SC0F30798CC	LIF	0.0	0.005	0.0	0.022	0.073	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.031
OSM	P13725	False	ONCM_HUMAN		CPI-SC04DB1BDAB	OSM	0.0	0.05	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PENK	P01210	False	PENK_HUMAN		CPI-SS0D97012FB	PENK	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNOC	Q13519	False	PNOC_HUMAN		CPI-SS0DAB76F63	PNOC	1.387	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.743	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS0E8F8E4F1	OXT	0.109	0.051	0.008	0.019	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.45	0.0
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	PTHLH	0.0	0.0	0.003	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	SCT	0.0	0.001	0.003	0.061	0.055	0.0	0.0	6.667	0.0	0.139	0.0	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0CB25BBAE	SCT	0.0	0.001	0.003	0.061	0.055	0.0	0.0	6.667	0.0	0.139	0.0	0.0	0.0	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	PGF	0.014	0.009	0.003	0.045	0.649	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	VEGFA	0.041	0.023	0.028	0.479	1.028	0.471	0.971	1.6	0.848	1.28	4.164	0.573	0.624	0.011	1.46
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	VEGFB	0.604	0.343	0.263	0.162	1.23	1.404	0.38	1.883	0.0	0.132	2.506	0.631	0.069	0.079	0.292
PGF	P49763	False	PLGF_HUMAN		CPI-SC0B51DC960	PGF	0.014	0.009	0.003	0.045	0.649	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SC0AFC650CD	VEGFA	0.041	0.023	0.028	0.479	1.028	0.471	0.971	1.6	0.848	1.28	4.164	0.573	0.624	0.011	1.46
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SC03F1C301F	VEGFB	0.604	0.343	0.263	0.162	1.23	1.404	0.38	1.883	0.0	0.132	2.506	0.631	0.069	0.079	0.292
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	PGF	0.014	0.009	0.003	0.045	0.649	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	SEMA3A	0.0	0.0	0.042	0.0	0.035	0.658	0.0	0.0	1.007	0.217	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	VEGFA	0.041	0.023	0.028	0.479	1.028	0.471	0.971	1.6	0.848	1.28	4.164	0.573	0.624	0.011	1.46
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	VEGFB	0.604	0.343	0.263	0.162	1.23	1.404	0.38	1.883	0.0	0.132	2.506	0.631	0.069	0.079	0.292
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	PGF	0.014	0.009	0.003	0.045	0.649	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	SEMA3C	0.0	0.008	0.002	0.205	0.765	0.0	0.524	0.0	0.0	0.025	0.0	5.231	0.012	0.0	0.062
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0674B0F46	SEMA3F	0.0	0.005	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.016
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	VEGFA	0.041	0.023	0.028	0.479	1.028	0.471	0.971	1.6	0.848	1.28	4.164	0.573	0.624	0.011	1.46
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	PLAU	0.0	0.0	0.0	0.0	0.059	0.448	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	PDGFA	0.074	0.022	0.029	0.572	0.055	0.899	1.387	0.0	0.137	0.128	0.0	3.746	1.816	0.0	0.09
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	PDGFB	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.029	0.0	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	PDGFC	0.0	0.008	0.0	0.004	0.094	0.583	0.061	0.0	0.0	0.031	0.0	0.0	0.039	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	PDGFB	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.029	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	PDGFD	0.055	0.0	0.113	0.0	0.173	1.638	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.029	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	PDGFB	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.029	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	PDGFD	0.055	0.0	0.113	0.0	0.173	1.638	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.029	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	PODXL	0.001	0.019	0.026	0.0	0.0	2.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	PODXL2	0.09	0.056	0.056	0.312	0.0	0.0	0.479	0.0	0.0	0.263	0.0	0.0	0.395	0.908	0.519
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	SELPLG	0.044	0.262	0.397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	CD34	0.0	0.0	0.0	0.0	0.841	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	PVR	0.0	0.0	0.0	0.089	0.123	0.0	0.37	4.528	0.0	0.008	0.0	0.0	0.169	0.0	0.115
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	PVR	0.0	0.0	0.0	0.089	0.123	0.0	0.37	4.528	0.0	0.008	0.0	0.0	0.169	0.0	0.115
GCG	P01275	False	GLUC_HUMAN		CPI-SS04D518182	GCG	0.0	0.007	0.0	0.0	0.005	0.0	0.0	3.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPY	P01298	False	PAHO_HUMAN		CPI-SS0611CCD79	PPY	0.0	0.0	0.003	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	PYY	0.0	0.058	0.059	0.036	0.0	0.0	0.0	3.333	0.0	0.0	0.0	0.0	0.501	0.0	0.816
GNRH1	P01148	False	GON1_HUMAN		CPI-SS07CD4DFE1	GNRH1	0.028	0.015	0.0	0.028	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNRH2	O43555	False	GON2_HUMAN		CPI-SS08F0C1140	GNRH2	0.0	0.0	0.0	0.001	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAP	P07602	False	SAP_HUMAN		CPI-SS0D8DE8E59	PSAP	0.37	0.181	0.22	0.095	1.273	1.262	0.639	0.93	0.012	0.079	0.0	0.805	0.23	0.28	0.209
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SC0E7F51B25	RSPO1	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC031A56DEB	WNT10A	0.154	0.068	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0B9D5B3BB	WNT11	0.0	0.024	0.035	0.045	0.458	0.0	0.197	0.0	0.064	0.165	0.0	0.0	0.011	0.067	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC08F2BED38	WNT16	0.079	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC061351B3F	WNT2	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC077E857AE	WNT2B	0.0	0.018	0.009	0.033	0.553	0.0	0.0	0.0	0.0	0.0	0.0	2.114	0.086	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC05E81C125	WNT5A	0.0	0.0	0.0	0.005	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.521	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC02EBDBB5C	WNT5B	0.0	0.0	0.0	0.376	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.088	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0942D4B76	WNT7A	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F9E07951	WNT9A	0.0	0.0	0.0	0.008	0.023	0.0	0.149	0.0	0.0	0.208	0.0	0.0	0.0	0.08	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SC0456039E0	RSPO1	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	RSPO1	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0ACAB1835	RSPO3	0.0	0.0	0.0	0.0	3.271	1.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS09B2320BC	RSPO1	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0C3906934	RSPO3	0.0	0.0	0.0	0.0	3.271	1.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	RSPO1	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	RSPO3	0.0	0.0	0.0	0.0	3.271	1.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS0CDEE4A57	RARRES2	0.007	0.025	0.023	1.123	2.924	0.258	1.344	0.764	0.0	0.127	0.0	1.832	0.333	0.0	1.942
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0FB520A95	SOSTDC1	0.0	0.0	0.0	0.064	0.083	0.0	0.467	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0C977FC22	SOSTDC1	0.0	0.0	0.0	0.064	0.083	0.0	0.467	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC0C8A5C197	SEMA3A	0.0	0.0	0.042	0.0	0.035	0.658	0.0	0.0	1.007	0.217	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC019D0A439	SEMA3A	0.0	0.0	0.042	0.0	0.035	0.658	0.0	0.0	1.007	0.217	0.0	0.0	0.0	0.0	0.0
SEMA6A	Q9H2E6	False	SEM6A_HUMAN		CPI-SC08F771F98	SEMA6A	0.0	0.01	0.0	0.199	0.235	1.928	0.911	0.0	0.0	0.119	0.0	0.0	0.22	0.0	0.101
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC05F339947	SEMA3A	0.0	0.0	0.042	0.0	0.035	0.658	0.0	0.0	1.007	0.217	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC096905331	SEMA3A	0.0	0.0	0.042	0.0	0.035	0.658	0.0	0.0	1.007	0.217	0.0	0.0	0.0	0.0	0.0
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	SEMA3E	0.077	0.096	0.032	0.075	1.071	0.0	0.0	0.0	0.0	0.049	6.811	0.0	0.0	0.131	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	SEMA4A	0.0	0.037	0.05	0.137	0.762	0.0	0.033	0.0	0.0	0.164	0.368	3.074	0.538	0.098	0.075
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0892F3080	SEMA4C	0.0	0.088	0.097	0.005	0.458	1.612	0.072	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.014
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS012F60F11	SEMA4D	0.335	0.4	0.528	0.0	0.006	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.238	0.003
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS011931B0F	SEMA4G	0.0	0.073	0.056	1.21	0.159	0.0	0.387	0.0	0.0	0.315	0.0	0.0	0.869	0.0	0.017
