gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	neutrophil	paneth cell of colon	plasma cell	transit amplifying cell of colon
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0079A1C11	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0E5E4119C	GDF6	0.0	0.0	0.007	0.004	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0819046AF	GDF7	0.028	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SC04266947A	BMP2	0.0	0.001	0.0	0.266	0.084	0.339	0.263	0.0	0.0	0.064	0.0	0.043	0.0	0.178	0.0	0.636
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01D95B14C	BMP4	0.0	0.0	0.0	0.003	0.209	0.268	0.0	0.0	0.036	0.01	0.0	0.0	0.0	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09E264612	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0D05B755E	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC049520B40	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0A6BE23E9	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC02B778C0B	GDF7	0.028	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0FB40175C	BMP2	0.0	0.001	0.0	0.266	0.084	0.339	0.263	0.0	0.0	0.064	0.0	0.043	0.0	0.178	0.0	0.636
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01C6EA11C	BMP4	0.0	0.0	0.0	0.003	0.209	0.268	0.0	0.0	0.036	0.01	0.0	0.0	0.0	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D6D4E48B	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0F6C8C336	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC05824EDF4	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0722594B0	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC089058CD0	GDF6	0.0	0.0	0.007	0.004	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC06C46F1A9	GDF7	0.028	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SC070B9F112	BMP2	0.0	0.001	0.0	0.266	0.084	0.339	0.263	0.0	0.0	0.064	0.0	0.043	0.0	0.178	0.0	0.636
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.0	0.0	0.0	0.003	0.209	0.268	0.0	0.0	0.036	0.01	0.0	0.0	0.0	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC085698C59	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00D19A858	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0B1EBCCC6	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC02AFDCE1F	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0B118E8DA	GDF6	0.0	0.0	0.007	0.004	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0A1278CD8	GDF7	0.028	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0C33040A3	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC079BB7A02	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC063D5B0A1	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F78051B8	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC04091C5FD	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0A978EC39	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0A9057425	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0EBF691F3	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D0822443	BMP5	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00DF87C38	BMP6	0.0	0.0	0.0	0.004	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SC04771EF53	BMP7	0.0	0.0	0.0	0.026	0.022	0.018	0.0	0.0	0.045	0.003	0.0	0.112	0.0	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0BD23E626	BMP8A	0.0	0.006	0.0	0.021	0.005	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	BDNF	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.0	0.0	0.0	0.012	0.154	0.464	0.065	0.0	0.0	0.041	0.0	0.034	0.0	0.004	0.0	0.159
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	NTF3	0.0	0.0	0.0	0.001	0.013	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SC02CD655EB	CALCB	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS084EA55C0	CLSTN1	0.017	0.059	0.066	0.277	0.187	0.107	0.559	0.125	0.009	0.241	0.0	0.198	0.0	0.108	0.0	0.318
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS09A6C048C	CLSTN2	0.0	0.0	0.0	0.004	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLSTN3	Q9BQT9	False	CSTN3_HUMAN		CPI-SS0B880A155	CLSTN3	0.035	0.029	0.029	0.017	0.012	0.0	0.0	0.25	0.0	0.126	0.0	0.0	0.0	0.003	0.0	0.091
LRRTM2	O43300	False	LRRT2_HUMAN		CPI-SS0E5F8A5F7	LRRTM2	0.0	0.0	0.0	0.012	0.001	0.018	0.005	0.0	0.0	0.0	0.0	0.026	0.0	0.01	0.0	0.159
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS0626DF0EB	LRRTM3	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS03466C597	LRRTM4	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
NLGN1	Q8N2Q7	False	NLGN1_HUMAN		CPI-SS0D2DF7881	NLGN1	0.0	0.0	0.0	0.01	0.062	0.0	0.005	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0
NLGN2	Q8NFZ4	False	NLGN2_HUMAN		CPI-SS0B360C289	NLGN2	0.01	0.015	0.001	0.001	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS0613D0B62	NLGN3	0.0	0.0	0.019	0.0	0.005	0.0	0.0	0.0	0.0	0.011	0.0	0.052	0.0	0.001	0.0	0.0
NLGN4X	Q8N0W4	False	NLGNX_HUMAN		CPI-SS0FA378947	NLGN4X	0.0	0.0	0.0	0.004	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.0	0.0
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS0CCB5F46B	NLGN4Y	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS0BF9265F0	CLSTN1	0.017	0.059	0.066	0.277	0.187	0.107	0.559	0.125	0.009	0.241	0.0	0.198	0.0	0.108	0.0	0.318
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS093707FE0	CLSTN2	0.0	0.0	0.0	0.004	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLSTN3	Q9BQT9	False	CSTN3_HUMAN		CPI-SS0C1A7F44C	CLSTN3	0.035	0.029	0.029	0.017	0.012	0.0	0.0	0.25	0.0	0.126	0.0	0.0	0.0	0.003	0.0	0.091
LRRTM2	O43300	False	LRRT2_HUMAN		CPI-SS023A16921	LRRTM2	0.0	0.0	0.0	0.012	0.001	0.018	0.005	0.0	0.0	0.0	0.0	0.026	0.0	0.01	0.0	0.159
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS08D8F6957	LRRTM3	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS06157E5AF	LRRTM4	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
NLGN1	Q8N2Q7	False	NLGN1_HUMAN		CPI-SS0CF0A8519	NLGN1	0.0	0.0	0.0	0.01	0.062	0.0	0.005	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0
NLGN2	Q8NFZ4	False	NLGN2_HUMAN		CPI-SS0934535FF	NLGN2	0.01	0.015	0.001	0.001	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS074EA7741	NLGN3	0.0	0.0	0.019	0.0	0.005	0.0	0.0	0.0	0.0	0.011	0.0	0.052	0.0	0.001	0.0	0.0
NLGN4X	Q8N0W4	False	NLGNX_HUMAN		CPI-SS0E988B9C0	NLGN4X	0.0	0.0	0.0	0.004	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.0	0.0
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS07C26C799	NLGN4Y	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0D4403860	CCL11	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0F60C6D89	CCL13	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS004B1EBD1	CCL14	0.0	0.0	0.0	0.004	0.0	0.357	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.014	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS010BB499F	CCL2	0.0	0.005	0.0	0.0	0.383	0.107	0.0	0.0	0.0	0.0	0.0	0.543	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0B03ACD14	CCL3	0.0	0.014	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.429	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS087BEB1C9	CCL4	0.003	0.26	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.5	0.0	0.357	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0E555F91F	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0FD442A0E	CCL7	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F6F1C29E	CCL8	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0491EECEA	CCL11	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	CCL22	0.042	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	CXCL12	0.0	0.0	0.0	0.0	0.54	0.054	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	CXCL2	0.0	0.001	0.0	0.164	0.146	0.143	0.462	0.0	0.036	0.028	0.0	0.052	0.5	0.064	0.0	0.659
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS02647DD07	CCL13	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	CCL2	0.0	0.005	0.0	0.0	0.383	0.107	0.0	0.0	0.0	0.0	0.0	0.543	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0C2E7931B	CCL26	0.0	0.0	0.0	0.0	0.099	0.0	0.005	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0F5AA0D9B	CCL7	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS019381277	CCL8	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS01CBCD4BF	CCL14	0.0	0.0	0.0	0.004	0.0	0.357	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.014	0.0	0.0
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0A76E2CE9	CCL15	0.0	0.0	0.001	0.161	0.008	0.0	0.618	0.125	0.0	0.049	0.0	0.0	0.0	0.259	0.0	0.364
CCL23	P55773	False	CCL23_HUMAN		CPI-SS049DF2278	CCL23	0.0	0.0	0.0	0.0	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0F06E4B3F	CCL26	0.0	0.0	0.0	0.0	0.099	0.0	0.005	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	CCL3	0.0	0.014	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.429	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS02CC53E89	CCL7	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS087054090	CCL8	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	CCL22	0.042	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	CCL21	0.0	0.0	0.0	0.003	0.003	0.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	CXCL13	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	CCL21	0.0	0.0	0.0	0.003	0.003	0.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS09EB0DFB1	RARRES2	0.0	0.008	0.019	0.393	0.863	0.036	0.613	0.0	0.018	0.107	0.0	0.655	0.0	0.205	0.0	0.773
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	CCL2	0.0	0.005	0.0	0.0	0.383	0.107	0.0	0.0	0.0	0.0	0.0	0.543	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	CXCL1	0.0	0.0	0.0	0.072	0.054	0.0	0.108	0.0	0.0	0.003	0.0	0.0	0.0	0.04	0.0	0.341
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	CXCL8	0.0	0.006	0.005	0.027	0.033	0.036	0.043	0.25	0.0	0.0	0.0	0.034	0.5	0.013	0.0	0.273
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0079E2156	CCL20	0.0	0.157	0.045	0.029	0.0	0.0	0.043	0.0	0.0	0.03	0.0	0.0	0.5	0.247	0.0	0.25
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	CCL28	0.007	0.027	0.034	0.432	0.04	0.0	0.667	0.375	0.009	0.177	0.0	0.0	0.0	0.243	0.0	0.318
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	CCL3	0.0	0.014	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.429	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	CCL4	0.003	0.26	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.5	0.0	0.357	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS09C16258E	CCL7	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0C30EC0DE	CCL8	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BDA6DD92	CCL5	0.028	0.567	0.951	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	CXCL1	0.0	0.0	0.0	0.072	0.054	0.0	0.108	0.0	0.0	0.003	0.0	0.0	0.0	0.04	0.0	0.341
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	CXCL2	0.0	0.001	0.0	0.164	0.146	0.143	0.462	0.0	0.036	0.028	0.0	0.052	0.5	0.064	0.0	0.659
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	CXCL3	0.0	0.004	0.01	0.182	0.025	0.089	0.312	0.0	0.0	0.021	0.0	0.017	0.5	0.076	0.0	0.591
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS093B46106	CXCL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	CXCL8	0.0	0.006	0.005	0.027	0.033	0.036	0.043	0.25	0.0	0.0	0.0	0.034	0.5	0.013	0.0	0.273
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	PF4	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.108	0.0	0.0	0.0	0.011	0.0	0.045
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	CXCL12	0.0	0.0	0.0	0.0	0.54	0.054	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	CXCL14	0.0	0.0	0.002	0.008	0.138	0.018	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	CXCL13	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS0B1535576	CXCL16	0.056	0.039	0.034	0.099	0.022	0.0	0.156	0.25	0.0	0.044	0.0	0.0	1.0	0.073	0.0	0.227
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	C1QL1	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.01	0.0	0.009	0.0	0.001	0.0	0.0
C1QL3	Q5VWW1	False	C1QL3_HUMAN		CPI-SS0348885FD	C1QL3	0.0	0.0	0.0	0.0	0.001	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	C5	0.007	0.0	0.0	0.025	0.052	0.0	0.0	0.0	0.152	0.094	0.0	0.043	0.0	0.0	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	C5	0.007	0.0	0.0	0.025	0.052	0.0	0.0	0.0	0.152	0.094	0.0	0.043	0.0	0.0	0.0	0.0
UCN	P55089	False	UCN1_HUMAN		CPI-SS0E654708F	UCN	0.0	0.002	0.0	0.0	0.006	0.161	0.048	0.0	0.0	0.002	0.0	0.009	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	0.0	0.027	0.007	0.0	0.326	0.107	0.0	0.0	0.0	0.016	1.0	0.112	0.0	0.0	0.0	0.0
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	CSF3	0.0	0.003	0.0	0.008	0.007	0.054	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0
DHH	O43323	False	DHH_HUMAN		CPI-SC006556DF8	DHH	0.0	0.0	0.0	0.001	0.007	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0037338E6	IHH	0.0	0.0	0.0	0.113	0.0	0.0	0.457	0.125	0.0	0.051	0.0	0.0	0.0	0.084	0.0	0.295
SHH	Q15465	False	SHH_HUMAN		CPI-SC006170BDC	SHH	0.0	0.0	0.0	0.013	0.0	0.0	0.038	0.0	0.0	0.03	0.0	0.0	0.0	0.003	0.0	0.0
